symbol,roa,roe,mce,niev,aegr,afcf,inc,avrt,wacc,ytd,exp_rat,debt / assets,inc / earn
OSIS,0.06,0.14,2.48,0.07,23.44,41.07,['1987'],0.13,0.13,8.99,0.9,0.03,0.07
CDZI,-0.39,0.35,2.57,-0.3,7.7,-26.33,['1983'],-0.22,0.03,-4.25,32.05,0.41,-0.68
ALBO,-0.28,-0.46,2.38,-0.08,13.08,-34.43,,-0.51,-0.41,-6.06,4.04,0.03,-0.11
HURN,0.02,0.04,2.91,0.04,-105.14,559.27,,0.04,0.04,25.4,0.93,0.21,0.12
PCYG,0.06,0.08,2.33,0.04,32.16,-19.13,,0.1,,,0.76,,0.01
ALPN,-0.46,-0.78,1.6,-0.26,20.54,-178.05,,-0.85,-0.82,-9.38,3.13,0.01,-0.02
BGNE,-0.33,-0.5,3.31,-0.07,32.55,-25.59,,-0.58,-0.56,-7.32,2.22,0.02,-0.02
PLXS,0.04,0.1,2.92,0.05,253.12,-26.89,['1979'],0.09,0.09,12.01,0.95,0.06,0.08
ICLR,0.09,0.17,2.18,0.01,-16.38,-32.83,['1990'],0.18,0.12,6.76,0.9,0.31,0.34
LXRX,-0.26,1.13,2.87,-0.27,-101.05,-116.04,['1995'],0.3,,,293.25,,-0.01
NERV,-0.48,-2.34,18.21,-0.34,-910.09,20.82,,-1.65,-1.65,-17.11,inf,0.0,-0.21
FWONK,-0.03,-0.05,2.08,-0.01,43.62,-129.71,['1950'],-0.06,-0.04,-17.07,0.98,0.25,3.08
NSIT,0.05,0.14,2.37,0.06,10.92,161.02,['1988'],0.12,0.11,9.43,0.96,0.08,0.12
ADUS,0.04,0.06,2.9,0.03,40.35,126.04,['1979'],0.07,0.06,14.89,0.92,0.23,0.08
CALM,0.04,0.05,2.5,0.05,2061.48,-149.29,['1957'],0.06,0.06,17.27,0.92,0.0,0.0
ADI,0.06,0.1,2.2,0.02,-2.03,-1.67,['1965'],0.11,0.1,10.09,0.71,0.12,0.09
MANT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
OKTA,-0.1,-0.38,1.27,-0.11,104.17,-50.49,,-0.29,-0.21,-5.55,1.52,0.2,-0.14
PRPH,-0.08,-0.12,2.88,0.04,-115.62,-13.24,['1989'],-0.14,-0.1,-8.14,0.88,0.11,0.12
FWONA,-0.03,-0.05,1.99,-0.02,43.62,-129.71,['1950'],-0.06,-0.04,-17.07,0.98,0.25,3.08
KALU,0.03,0.06,1.99,-0.01,-83.39,193.18,['1946'],0.06,0.05,17.17,0.97,0.43,0.57
BECN,-0.0,-0.03,2.25,0.07,-179.27,1413.47,['1928'],-0.02,0.01,-49.9,0.92,0.29,0.15
AIRG,-0.06,-0.08,1.65,-0.14,-127.44,-84.23,['1995'],-0.1,-0.1,-11.0,1.16,0.0,
KRNT,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
CLGN,-0.57,-1.29,1.23,0.0,-24.58,-193.3,,-1.21,,,0.97,,0.01
HIBB,0.11,0.24,3.06,0.2,100.84,1.6,['1945'],0.23,0.23,6.65,0.87,0.0,0.0
OLLI,0.1,0.15,2.82,0.04,13.79,1061.45,['1982'],0.18,,,0.88,,0.0
MKSI,0.1,0.15,1.41,0.14,47.53,4.65,['1961'],0.18,0.15,7.06,0.75,0.18,0.03
PRVB,-0.64,-0.72,4.45,-0.23,69.1,-35.91,,-1.0,-1.0,-11.0,83.85,0.0,0.0
ACHV,-0.63,-0.82,0.84,-1.4,48.05,,,-1.04,-0.68,-7.76,inf,0.31,0.0
JAZZ,0.05,0.08,2.31,-0.04,-91.84,2.26,,0.09,0.05,11.61,0.8,0.49,0.45
ICFI,0.04,0.09,2.55,0.03,7.14,-1.46,['1969'],0.08,0.06,13.1,0.92,0.22,0.09
PLUG,-0.17,-8.18,1.9,-0.05,195.62,-37.78,['1997'],-4.26,-3.83,-38.53,1.83,0.08,-0.1
AEMD,-0.85,-1.17,0.36,-1.67,19.57,-23.69,['1999'],-1.44,-1.44,-15.09,36.43,0.0,
AY,0.0,0.01,2.0,-0.01,-127.57,-6.69,,0.0,0.04,inf,0.75,0.57,1.02
FCEL,-0.16,-0.55,1.97,-0.08,30.72,-24.22,['1969'],-0.44,-0.38,-6.07,1.86,0.09,-0.12
IIN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
ARCT,-0.37,-0.92,1.88,-0.48,126.4,18.23,,-0.83,-0.69,-8.1,17.41,0.1,-0.01
PXS,-0.08,-0.24,4.2,-0.06,21.02,-117.25,,-0.2,-0.05,-5.5,1.24,0.5,-0.52
VYGR,-0.21,-0.71,2.14,-0.35,-176.22,-63.19,,-0.56,-0.56,-7.39,2.97,0.0,-0.01
CSII,-0.06,-0.08,2.29,-0.06,3568.42,1.24,['1989'],-0.1,-0.1,-11.0,1.15,0.0,-0.05
PPSI,-0.08,-0.22,1.65,-0.07,26.71,-9.75,,-0.19,,,1.21,,
AMSF,0.05,0.19,2.71,0.06,-0.41,39.9,['1985'],0.15,0.15,8.17,0.75,0.0,0.0
ECOL,-0.04,-0.12,2.42,0.0,-469.81,12.31,,-0.1,-0.03,-10.3,0.96,0.41,0.8
LUNA,0.06,0.08,2.32,0.01,-49.29,-40.09,['1990'],0.1,0.09,10.9,1.03,0.09,-0.19
AMRK,0.07,0.26,0.76,0.36,559.15,-119.55,['1965'],0.2,0.2,7.0,0.98,0.07,0.14
COLM,0.09,0.14,2.77,0.06,61.24,-6.29,['1938'],0.16,0.16,7.85,0.86,0.0,0.0
CBSH,0.01,0.14,2.62,0.06,10.37,-0.25,['1865'],0.08,0.08,13.3,0.54,0.0,0.0
OSPN,-0.02,-0.03,2.46,-0.06,149.88,-157.35,['1991'],-0.04,-0.04,-25.4,1.12,0.0,-0.0
WRLD,0.05,0.12,1.25,0.12,50.08,-2.36,['1962'],0.11,0.07,9.79,0.83,0.57,0.34
LEDS,-0.18,-0.87,2.42,-0.26,119.64,32.89,,-0.62,-0.35,-5.11,1.89,0.14,-0.09
LOB,0.01,0.12,1.95,0.12,115.23,44.72,,0.07,0.05,14.79,0.5,0.04,0.0
GLDD,0.04,0.12,1.14,0.11,-291.76,57.42,1890,0.1,0.08,10.8,0.89,0.32,0.25
CZR,-0.01,-0.1,2.32,-0.1,-775.29,-103.17,['1937'],-0.06,0.09,-15.77,0.82,0.36,1.34
EYE,0.03,0.06,3.56,0.04,100.93,-53.19,['1990'],0.06,0.05,17.17,0.91,0.24,0.14
DCPH,-0.43,-0.55,3.0,-0.33,47.9,-26.38,,-0.7,,,3.85,,
ACIW,0.03,0.07,1.92,0.05,27.18,12.26,['1975'],0.06,0.05,17.17,0.84,0.32,0.2
LTBR,-0.53,-0.58,1.51,-0.21,-14.17,-11.08,,-0.82,-0.82,-9.42,inf,0.0,
HSKA,-0.0,-0.0,1.58,-0.0,221.93,10.65,1988,-0.0,-0.01,-inf,1.01,0.17,-2.33
VXRT,-0.39,-0.92,0.9,-0.42,65.02,-32.11,,-0.85,,,79.19,,-0.02
BANF,0.02,0.13,2.77,0.05,16.46,-9.68,1984,0.08,0.07,13.2,0.55,0.01,0.0
NXST,0.05,0.23,2.43,0.12,71.46,35.13,['1996'],0.16,0.07,6.95,0.73,0.56,0.22
IOSP,0.05,0.09,2.65,0.03,60.66,28.61,['1938'],0.1,,,0.91,,0.01
FCNCA,0.01,0.12,1.77,0.07,11.03,-34.96,['1898'],0.07,0.06,14.89,0.61,0.02,0.0
ANGI,0.01,0.0,0.92,-0.07,287.69,-94.62,,0.01,0.02,100.2,1.05,0.25,-0.31
CCB,0.01,0.11,3.07,0.04,43.04,-17.72,['1997'],0.06,0.05,17.17,0.6,0.02,0.0
MSTR,-0.02,-0.11,1.8,-0.3,2315.91,-45.42,['1989'],-0.08,-0.07,-13.2,0.91,0.61,0.63
HWKN,0.08,0.14,2.97,0.06,28.78,37.63,['1938'],0.15,0.11,7.77,0.91,0.2,0.02
PIRS,-0.26,-0.82,1.36,-0.66,21.41,127.59,,-0.67,-0.67,-8.19,2.65,0.0,0.0
DARE,-2.09,-3.01,1.86,-0.54,39.51,-27.45,,-3.6,-3.6,-36.28,inf,0.0,0.0
CMRX,-0.89,-1.14,2.8,-0.91,99.58,5.44,,-1.46,-1.46,-15.28,46.74,0.0,0.0
JAGX,-0.9,-4.19,0.49,-9.32,21.06,-3.77,,-3.0,-0.72,-7.53,10.01,0.47,-0.22
PCH,0.08,0.14,2.14,0.13,99.7,-21.16,,0.15,0.11,7.77,0.6,0.29,0.05
BCOR,-0.06,-0.23,3.45,0.01,-306.35,126.43,['1996'],-0.18,-0.04,-5.96,0.93,0.52,0.5
LKQ,0.06,0.13,2.74,0.07,33.85,-20.36,['1998'],0.12,0.09,9.23,0.89,0.22,0.05
ADTN,-0.03,-0.05,2.8,-0.01,-131.23,72.76,,-0.06,,,1.03,,-0.0
PSMT,0.06,0.1,2.41,0.04,10.2,308.52,['1994'],0.11,0.1,10.09,0.96,0.07,0.05
PCYO,0.08,0.09,2.47,0.08,432.81,594.73,['1976'],0.12,0.12,9.53,0.69,0.0,0.0
XENE,-0.21,-0.27,3.19,-0.04,54.48,124.8,['1996'],-0.34,,,5.28,,
ACHC,-0.02,-0.08,3.03,0.02,-335.8,72.74,,-0.06,-0.02,-16.87,0.83,0.31,0.19
ARTNA,0.03,0.1,2.97,0.03,5.76,31.48,['1905'],0.08,0.06,13.1,0.69,0.23,0.27
OTEX,0.03,0.08,1.91,0.05,14.16,-2.64,['1991'],0.07,0.05,14.79,0.8,0.41,0.22
PCAR,0.07,0.2,3.17,0.05,1.93,42.13,['1905'],0.17,0.17,7.58,0.9,0.0,0.0
KRYS,-0.1,-0.1,3.23,-0.04,86.7,-52.32,,-0.15,-0.15,-8.17,inf,0.0,-0.02
IMGN,-0.35,-3.74,3.6,-0.12,39.41,16.48,['1980'],-2.22,,,2.79,,-0.11
CVGW,0.03,0.04,2.93,-0.02,-45.64,299.29,['1924'],0.05,0.03,20.3,1.0,0.08,0.29
FNKO,0.02,0.06,1.09,0.12,333.07,-15.72,,0.05,0.05,20.5,0.91,0.16,0.08
CME,0.02,0.08,2.32,0.04,10.85,0.94,['1898'],0.06,0.06,17.27,0.44,0.01,0.06
XEL,0.03,0.1,2.37,0.04,8.19,-17.46,['1909'],0.08,0.06,13.1,0.84,0.38,0.39
LKFN,0.02,0.14,2.81,0.05,6.22,-1.98,['1872'],0.09,0.08,11.91,0.46,0.01,0.0
IIIN,,,,0.23,112.7,,['1953'],,,,0.8,0.0,0.0
ADMP,-1.01,-4.39,1.13,-1.57,14.28,7.06,,-3.2,,,15.52,,-0.0
BLDR,0.09,0.31,2.39,0.15,166.59,6.83,1998,0.24,0.16,5.77,0.88,0.27,0.05
FORTY,0.02,0.09,2.31,0.04,19.04,-17.82,1985,0.06,0.05,17.17,0.91,0.13,0.08
WKHS,-1.37,0.33,2.09,-1.1,-320.38,-45.9,,-1.2,-1.02,-11.03,-208.31,0.11,-0.04
HSON,0.04,0.05,1.47,0.06,-147.2,99.78,['1999'],0.06,0.06,17.27,0.97,0.02,0.0
PDCE,-0.01,-0.03,2.46,0.07,-631.8,31.6,['1969'],-0.02,0.0,-50.0,0.74,0.18,0.12
CG,0.05,0.38,1.96,0.29,324.23,-190.02,['1987'],0.24,0.11,5.27,0.51,0.37,0.07
EXEL,0.2,0.22,2.41,0.04,-3.98,38.42,['1994'],0.31,0.31,6.33,0.8,0.0,0.0
BBSI,0.05,0.24,3.51,0.05,3.19,-73.64,['1965'],0.17,,,0.95,,0.01
IDCC,0.03,0.06,2.01,0.04,23.23,14.8,['1972'],0.06,0.06,17.27,0.77,0.26,0.25
GOODO,0.01,0.05,0.0,0.0,0.0,-10.49,,0.04,0.04,25.4,0.0,0.61,0.73
CENX,-0.07,-0.21,1.77,-0.22,36.73,-33.0,['1981'],-0.18,-0.08,-6.36,0.97,0.21,0.43
WVE,-0.58,-2.65,7.22,-0.52,-3.0,3.95,,-1.9,-1.9,-19.53,4.1,0.0,0.0
ICUI,0.05,0.05,2.08,0.03,85.2,411.53,['1984'],0.08,0.08,13.3,0.89,0.0,0.01
MRUS,-0.21,-0.43,2.21,-0.1,42.67,,,-0.42,-0.42,-6.58,2.83,0.0,-0.0
MRSN,-0.56,-2.36,3.76,-0.37,83.06,-24.28,,-1.74,-1.44,-14.97,3927.93,0.12,-0.01
PLUS,0.08,0.15,2.14,0.07,19.65,-219.98,1990,0.16,0.16,7.85,0.92,0.01,0.01
CMCT,0.12,1.35,2.32,-0.01,10179.15,65.73,,0.8,0.22,3.45,0.87,0.3,0.8
EVOK,-1.16,-0.45,13.91,-0.17,14.56,-12.77,,-1.38,-0.52,-5.92,6.04,0.47,-0.06
MGRC,0.07,0.14,3.21,0.04,5.07,-26.1,['1979'],0.14,0.1,8.14,0.78,0.27,0.08
COLL,-0.02,-0.05,3.72,0.09,-30.78,193.02,,-0.04,-0.12,-26.2,0.91,0.29,0.84
CRNX,-0.31,-0.34,2.52,-0.13,59.39,-37.0,,-0.48,-0.48,-6.88,100.91,0.0,0.0
KOPN,-0.39,-0.56,3.85,-0.09,34.97,102.54,['1984'],-0.67,-0.67,-8.19,1.3,0.0,0.0
OTTR,0.04,0.13,2.38,0.08,33.42,-241.66,['1907'],0.11,0.08,9.89,0.79,0.27,0.15
MBOT,-0.6,-1.71,1.99,-0.4,16.58,-16.1,,-1.46,-1.46,-15.28,inf,0.0,
NOVN,-0.65,-3.13,0.87,-1.86,45.83,1.41,,-2.22,,,11.07,0.36,
MCRI,0.07,0.11,3.38,0.05,52.33,-45.29,['1972'],0.12,0.11,9.43,0.76,0.1,0.05
PXLW,-0.19,-0.32,1.92,-0.26,99.65,-12.02,['1997'],-0.35,-0.35,-6.36,1.36,0.0,
VUZI,-0.54,-0.62,1.97,-0.14,37.92,4.42,['1997'],-0.85,-0.85,-9.68,4.04,0.0,
BIIB,0.15,0.32,4.07,0.04,-20.09,22.52,['1978'],0.31,0.21,5.33,0.69,0.26,0.07
LIVN,-0.09,-0.16,2.17,-0.05,14.48,-139.74,['1987'],-0.17,-0.14,-7.28,0.95,0.0,0.98
APOG,0.03,0.06,3.14,0.0,-39.0,-13.55,['1949'],0.06,0.05,17.17,0.92,0.18,0.05
CAPR,-0.8,-1.38,3.14,-0.2,25.21,6.93,,-1.49,,,86.5,,0.0
EBAY,0.25,1.0,2.86,0.49,109.34,-0.1,['1995'],0.75,0.43,5.63,0.72,0.29,0.09
EXAS,-0.11,-0.22,2.15,-0.08,93.5,-217.04,['1995'],-0.22,-0.13,-5.85,1.39,0.33,-0.03
HCSG,0.1,0.16,2.31,0.04,-7.8,167.85,['1976'],0.18,0.18,7.36,0.97,0.0,0.03
MLAB,0.02,0.02,2.44,0.0,-11.65,-3.86,['1982'],0.03,0.02,33.53,0.93,0.31,0.29
PDEX,0.15,0.25,2.67,0.06,2.94,39.12,['1978'],0.28,0.21,5.67,0.88,0.22,0.09
AFMD,-0.24,-0.58,1.9,-0.22,44.35,-94.98,,-0.53,-0.47,-6.59,2.53,0.08,-0.01
DIOD,0.08,0.13,3.11,0.06,48.18,-17.01,['1959'],0.15,0.13,7.97,0.85,0.12,0.03
OCUL,-0.64,5.0,2.59,-0.03,9.47,-2.58,,1.86,1.22,12.74,2.79,0.25,-0.09
ADMA,-0.44,-1.63,4.4,-0.12,8.31,-19.39,,-1.25,-0.69,-7.7,1.71,0.34,-0.23
FOCS,0.0,0.01,2.81,0.0,566.98,-30.42,,0.0,0.02,inf,0.88,0.51,0.27
PRTA,-0.18,-0.31,6.01,0.02,-55.76,-88.32,,-0.34,-0.34,-6.34,0.64,0.0,
MGEE,0.04,0.1,2.52,0.04,7.99,60.61,,0.09,0.07,11.81,0.77,0.26,0.18
CRUS,0.11,0.14,2.64,0.08,54.55,60.85,['1984'],0.18,0.18,7.36,0.79,0.0,0.0
ARAY,-0.01,-0.12,3.98,-0.03,-134.49,-49.01,['1990'],-0.07,0.0,-14.29,0.98,0.36,1.0
HQY,0.04,0.04,2.84,-0.01,-241.8,-0.77,,0.06,0.05,17.17,0.95,0.3,0.9
PLCE,0.06,-0.01,2.48,0.33,-184.08,-162.74,['1969'],0.06,0.1,17.67,0.85,0.05,0.07
PMD,0.01,-0.01,2.63,-0.02,-166.46,-760.98,['1986'],0.0,0.0,inf,0.99,0.03,0.23
JJSF,0.07,0.08,3.6,0.02,38.2,35.0,['1971'],0.11,0.11,10.19,0.94,0.0,0.0
CFRX,-0.59,-2.57,0.11,-3.82,8.69,,,-1.88,-1.88,-19.33,inf,0.0,0.0
WWD,0.06,0.12,2.8,0.03,7.77,-24.57,['1870'],0.12,0.1,9.33,0.89,0.19,0.11
ENTX,-0.76,-0.99,0.9,-0.6,5.77,3.8,,-1.25,-1.25,-13.3,22.4,0.0,-0.0
CVCO,0.11,0.15,2.31,0.1,56.48,-33.98,['1965'],0.18,0.18,7.36,0.88,0.0,0.0
ZNGA,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
XERS,-0.66,-3.37,1.7,-0.76,38.75,-10.38,,-2.35,-1.18,-12.23,2.92,0.29,-0.08
FUV,-0.7,-1.16,0.27,-3.26,73.14,-30.47,,-1.28,-1.25,-13.28,11.22,0.02,-0.0
CDNA,-0.15,-0.21,1.41,-0.05,-1.33,-92.48,['1998'],-0.26,-0.26,-6.45,1.1,0.0,
DOX,0.09,0.14,2.93,0.07,25.8,-19.77,['1988'],0.16,0.14,7.65,0.86,0.1,0.04
APEN,-0.37,-4.57,3.84,-0.1,-16.17,18.35,,-2.66,-1.35,-13.88,1.3,0.4,-0.45
BCOV,-0.06,-0.13,2.4,0.02,-70.06,-40.38,,-0.12,-0.12,-9.53,0.97,0.0,
ATHX,-1.06,-2.58,7.33,-0.72,56.89,-40.11,['1995'],-2.35,-2.35,-23.93,16.7,0.0,0.0
METC,0.09,0.12,2.27,0.08,-343.5,13.06,,0.15,0.14,8.07,0.86,0.11,0.06
MYRG,0.05,0.13,3.14,0.05,40.61,113.86,['1891'],0.12,0.12,9.53,0.95,0.0,0.02
MOR,0.0,0.0,0.0,0.0,0.0,0.0,['1992'],0.0,0.0,10.0,0.0,0.0,0.0
CRAI,0.05,0.13,4.27,0.05,26.81,-10.91,['1965'],0.12,0.12,9.53,0.9,0.0,0.02
NVEE,0.04,0.07,3.62,0.02,33.75,-23.44,['1949'],0.08,0.07,13.2,0.9,0.11,0.08
CLDX,-0.45,-0.55,3.75,-0.04,-10.3,13.72,['1983'],-0.73,-0.73,-8.67,15.87,0.0,0.0
IART,0.03,0.07,2.64,0.04,58.52,-21.38,['1989'],0.06,0.04,17.07,0.82,0.4,0.18
LITE,0.05,0.09,2.11,0.05,-109.66,-6.71,,0.1,0.08,10.8,0.82,0.35,0.26
CEVA,-0.0,-0.0,2.22,0.0,-2936.07,-37.4,['1999'],-0.0,-0.0,-inf,0.96,0.0,0.0
DHIL,0.19,0.28,3.3,0.12,26.09,24.72,['1990'],0.33,0.33,6.33,0.58,0.0,0.0
INFI,-0.68,-1.66,2.29,-0.92,105.33,-24.44,['1995'],-1.51,-1.51,-15.76,25.26,0.0,-0.0
KNSA,-0.52,-0.61,5.93,-0.14,18.12,-6.84,,-0.82,-0.82,-9.42,5.06,0.0,0.0
ESEA,0.05,0.15,1.84,0.3,689.4,-1094.43,,0.12,0.07,9.03,0.52,0.41,0.06
MDLZ,0.06,0.14,3.25,0.05,9.96,-3.49,,0.13,0.09,8.59,0.83,0.26,0.07
PPC,0.03,0.09,2.46,0.0,-20.87,-279.38,['1946'],0.08,0.06,13.1,0.94,0.36,0.16
HBP,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
DLHC,0.04,0.11,2.63,0.06,88.74,-30.05,['1969'],0.1,0.09,10.9,0.93,0.23,0.21
GCBC,0.01,0.16,3.94,0.05,17.28,-14.66,['1889'],0.09,0.07,11.81,0.5,0.02,0.0
III,0.03,0.07,2.72,0.06,134.99,-22.34,,0.06,0.04,17.07,0.91,0.29,0.09
DNLI,-0.14,-0.2,3.73,-0.08,-66.4,-185.48,,-0.24,-0.24,-6.57,7.08,0.0,0.0
MGIC,0.06,0.09,3.13,0.04,14.22,-7.27,1983,0.1,,,0.89,0.04,
PETS,0.17,0.21,2.9,0.05,-14.72,47.9,['1996'],0.28,0.28,6.37,0.91,0.0,0.0
MBUU,0.15,0.29,2.33,0.13,38.37,-11.85,['1982'],0.3,0.25,5.83,0.82,0.14,0.01
AUPH,-0.3,-0.35,1.26,-0.3,52.98,-28.89,,-0.48,-0.48,-6.88,4.96,0.0,0.0
NAOV,-1.91,-4.34,1.2,-1.89,81.43,-5.44,,-4.08,-4.08,-41.05,4.35,0.0,-0.01
WSTG,0.04,0.13,2.6,0.07,54.45,331.35,['1982'],0.11,0.11,10.19,0.96,0.0,0.01
AOSL,0.1,0.17,1.07,0.49,-251.92,32304.58,,0.18,0.17,7.26,0.87,0.03,0.04
CTSH,0.11,0.16,2.58,0.07,5.59,2.89,['1994'],0.19,0.18,7.06,0.85,0.04,0.0
PDCO,-0.02,-0.07,2.67,0.07,-299.96,-61.22,['1877'],-0.06,-0.04,-17.07,0.97,0.18,0.02
WETF,0.01,0.03,2.83,0.07,-42.04,-16.53,['1985'],0.02,0.03,50.3,0.71,0.31,0.14
ATAX,0.02,0.08,3.38,0.03,95.21,0.72,['1998'],0.06,0.02,16.87,0.49,0.62,0.0
MIDD,0.06,0.17,3.1,0.06,35.19,-0.62,1888,0.15,0.09,7.57,0.82,0.38,0.1
KOSS,0.01,0.02,2.53,0.02,-100.4,-245.06,['1953'],0.02,0.02,50.2,0.95,0.0,0.0
HELE,0.09,0.17,1.68,0.1,15.07,75.82,['1968'],0.18,0.12,6.76,0.88,0.29,0.05
MRVL,0.02,0.02,2.23,-0.01,-350.11,11.86,['1995'],0.03,0.02,33.53,1.01,0.2,-2.36
BLNK,-0.43,-0.61,2.56,-0.1,158.62,-27.2,,-0.74,,,3.66,,
IPWR,-0.93,-1.24,3.05,-0.06,3.11,27.57,,-1.55,,,9.41,,-0.0
CBOE,0.08,0.13,3.67,0.04,8.59,28.11,['1973'],0.15,0.12,7.87,0.77,0.19,0.06
LHCG,0.04,0.07,3.4,0.02,23.62,-182.88,['1994'],0.08,0.06,13.1,0.91,0.23,0.02
MGPI,0.11,0.16,4.16,0.03,44.79,-42.54,['1941'],0.19,0.14,6.66,0.84,0.22,0.04
PAHC,0.06,0.21,1.92,0.1,4.61,-150.12,['1946'],0.16,0.08,7.05,0.91,0.45,0.15
LOVE,0.01,0.04,0.0,0.0,47.2,-35.6,['1995'],0.03,,,0.92,,0.01
GRMN,0.14,0.18,2.85,0.06,16.82,9.15,['1989'],0.23,0.23,6.65,0.76,0.0,0.0
AMRS,-1.27,0.69,2.59,-0.42,7.89,-18.36,,-0.92,-0.36,-4.69,1.48,0.32,-0.15
FATE,-0.29,-0.39,2.76,-0.11,48.8,-9.67,,-0.48,,,4.89,,
FFIN,0.02,0.13,2.96,0.04,14.88,-18.34,['1890'],0.08,,,0.44,,0.0
AIRT,0.02,0.07,2.68,0.17,8.71,176.77,['1980'],0.06,0.04,17.07,0.95,0.63,0.59
MMSI,0.01,0.02,3.84,0.01,-319.96,-2215.75,['1987'],0.02,0.02,50.2,0.9,0.14,0.05
DORM,0.1,0.14,2.95,0.05,4.45,-1.05,['1918'],0.17,0.17,7.58,0.87,0.0,0.01
PRPL,-0.16,0.97,2.1,0.01,423.31,-201.73,,0.32,0.2,5.12,1.03,0.15,-0.08
MMYT,-0.15,-0.19,3.32,-0.02,20.32,597.5,,-0.24,-0.18,-5.97,1.09,0.15,-0.54
NEOG,0.07,0.08,1.88,0.03,-6.48,0.92,['1981'],0.11,0.11,10.19,0.84,0.0,0.0
CAMP,-0.08,-0.36,1.74,-0.21,-203.44,-279.23,['1981'],-0.26,-0.02,-4.05,1.04,0.48,-1.19
ESLT,0.03,0.11,3.32,0.03,9.99,-137.6,['1966'],0.08,0.06,13.1,0.93,0.09,0.06
HLIT,-0.02,-0.05,4.97,0.01,59.0,17.05,['1988'],-0.04,-0.01,-25.1,0.96,0.16,0.55
HSIC,0.07,0.18,3.2,0.06,14.7,-0.52,['1932'],0.16,0.13,7.55,0.93,0.1,0.03
ATVI,0.1,0.14,3.31,0.05,16.78,-10.41,,0.17,0.15,7.38,0.62,0.14,0.03
YORW,0.04,0.11,3.87,0.03,8.41,-107.19,['1816'],0.1,0.07,10.7,0.6,0.31,0.22
BMRN,0.03,0.04,3.8,-0.0,-1292.99,49.67,['1996'],0.05,0.04,20.4,1.04,0.18,-0.21
IMMP,-0.36,-0.48,1.5,-0.23,34.39,-12.99,['1987'],-0.6,-0.59,-7.57,8.18,0.01,-0.0
EGRX,0.05,0.07,2.66,-0.02,-81.11,27.55,,0.08,,,0.98,,0.59
LFUS,0.06,0.11,3.12,0.05,32.1,0.8,['1927'],0.12,0.1,9.33,0.81,0.19,0.05
LLNW,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
NTLA,-0.24,-0.3,3.46,-0.07,50.35,-3.46,,-0.39,-0.39,-6.46,8.8,0.0,0.0
IMV,-0.87,-2.97,1.05,-1.62,20.13,-14.14,,-2.36,-1.27,-13.12,inf,0.36,-0.02
AEIS,0.09,0.16,3.87,0.04,17.2,143.47,['1981'],0.17,0.12,7.08,0.89,0.21,0.03
EVER,-0.13,-0.21,3.82,-0.06,27.5,-169.26,,-0.24,-0.24,-6.57,1.05,0.0,
LQDT,0.0,0.02,4.41,0.09,-488.19,-116.47,['1999'],0.01,0.01,100.1,0.88,0.0,0.0
AXGN,-0.14,-0.2,4.0,-0.06,8.39,-15.76,,-0.24,-0.16,-5.77,1.2,0.24,-0.05
JBSS,0.13,0.21,3.56,0.06,16.98,1400.09,['1922'],0.24,0.24,6.57,0.91,0.02,0.02
FRSH,-0.13,-0.04,2.71,-0.06,159.59,103.8,,-0.15,-0.15,-8.17,1.54,0.0,0.0
CSWI,0.09,0.14,3.99,0.04,17.86,-0.48,,0.16,0.11,7.35,0.84,0.25,0.06
FELE,0.09,0.14,4.17,0.04,16.18,13.38,['1944'],0.16,0.15,7.75,0.89,0.06,0.03
GPOR,-0.26,1.07,3.09,0.08,-230.8,-1114.1,['1997'],0.28,0.15,5.07,0.96,0.33,0.73
LPSN,-0.12,-0.4,2.26,-0.16,103.98,354.43,['1995'],-0.32,-0.08,-3.92,1.17,0.48,-0.47
CPRX,0.07,0.08,7.76,0.02,-35.28,-74.39,,0.11,0.11,10.19,0.63,0.0,0.0
OPRX,-0.02,-0.02,2.79,0.0,-545.1,-445.11,,-0.03,-0.03,-33.63,0.97,0.0,0.0
EVBG,-0.1,-0.48,2.51,-0.08,30.07,-51.79,,-0.34,-0.11,-4.04,1.22,0.45,-0.44
AKAM,0.07,0.12,3.26,0.04,31.24,-6.63,['1998'],0.13,0.1,8.69,0.77,0.24,0.09
NVEC,0.18,0.19,4.95,0.05,1.56,6.37,['1989'],0.28,0.28,6.37,0.39,0.0,0.0
GLPI,0.05,0.17,3.92,0.04,16.7,5.25,,0.14,0.07,7.84,0.33,0.61,0.35
IEP,-0.01,-0.1,3.32,-0.04,-54.98,-1301.26,['1987'],-0.06,-0.12,-17.87,1.0,0.27,-22.97
CBRL,0.07,0.23,5.36,0.05,-348.81,-102.74,['1969'],0.18,0.11,6.66,0.95,0.18,0.06
NATI,0.08,0.11,4.34,0.02,-14.89,33.11,['1976'],0.14,0.11,8.24,0.9,0.14,0.03
